Gen.9.21#07=Q(K)	אָהֳלֽ/וֹ\׃	'o.ho.L/o	tent/ his	{H0168G}/H9023\H9016	HNcmsc/Sp3ms	K= 'o.ho.Lo/h (אָהֳלֹ/ה\׃) "tent/ his" (H0168G/H9023\H9016=HNcbsc/Sp3ms)	L= אָהֳלֹֽ/ה\׃ ¦ ;	H0168G			{H0168G=אֹ֫הֶל=: tent»tent:1_tent}/H9023=Ps3m=his\H9016=׃=verseEnd					
Gen.12.8#08=Q(K)	אָהְָל֑/וֹ	'o.ho.L/o	tent/ his	{H0168G}/H9023	HNcmsc/Sp3ms	K= 'o.ho.Lo/h (אָהֳלֹ/ה) "tent/ his" (H0168G/H9023=HNcbsc/Sp3ms)	L= אָהֳלֹ֑/ה ¦ ;	H0168G			{H0168G=אֹ֫הֶל=: tent»tent:1_tent}/H9023=Ps3m=his					
Gen.13.3#12=Q(K)	אָֽהֳל/וֹ֙	'o.ho.l/o	tent/ his	{H0168G}/H9023	HNcmsc/Sp3ms	K= 'o.ho.lo/h (אָהֳלֹ/ה) "tent/ his" (H0168G/H9023=HNcbsc/Sp3ms)	L= אָֽהֳלֹ/ה֙ ¦ ;	H0168G			{H0168G=אֹ֫הֶל=: tent»tent:1_tent}/H9023=Ps3m=his					
Gen.24.33#01=Q(K)	וַ/יּוּשַׂ֤ם	va/yu.sem	and/ it was put	H9001/{H7760H}	Hc/VHw3ms	K= va/i.yi.sem (וַ/יֻּישַׂ֤ם) "and/ it was put" (H9001/H3455=Hc/Vqw3ms)		H7760H	H3455		H9001=ו=&/{H7760H=שׂוּם=: put»to set:2_put;_give}					
Gen.27.3#11=Q(K)	צָֽיִד\׃	tzeid	wild game	{H6718A}\H9016	HNcmsa	K= tzei.dah (צֵידָה\׃) "food" (H6720\H9016=HNcbsa)	L= צָֽיִדה\׃ ¦ ;	H6718A	H6720		{H6718A=צַ֫יִד=wild game}\H9016=׃=verseEnd					
Gen.27.29#03=Q(K)	וְ/יִֽשְׁתַּחֲו֤וּ	ve./yish.ta.chu	and/ may they bow down	H9002/{H7812}	HC/Vvu3mp	K= ve./yish.ta.chu (וְ/יִשְׁתַּחוּ) "and/ may it bow down" (H9002/H7812=HC/Vvu3ms)	L= וְ/יִֽשְׁתַּחֲוֻ֤ ¦ ;	H7812_A			H9002=ו=and/{H7812=שָׁחָה=to bow}					
Gen.30.11#03=Q(K)	בָּ֣א//גָ֑ד	be.//gad	it has come//good fortune	{H0935G}//{H1409}	HVqp3ms//Ncmsa	K= be./gad (בְּ/גָד) "with/ good fortune" (H9003/H1409=HR/Ncfsa)	L= בָּ֣/גָ֑ד ¦ ;	H0935G, H1409			{H0935G=בּוֹא=: come»to come (in):1_come;_go_in}//{H1409=גָּד=fortune}					
Gen.35.21#04=Q(K)	אָֽהֳל֔/וֹ	'o.ho.L/o	tent/ his	{H0168G}/H9023	HNcmsc/Sp3ms	K= 'o.ho.Lo/h (אָהֳלֹ/ה) "tent/ his" (H0168G/H9023=HNcbsc/Sp3ms)	L= אָֽהֳלֹ֔/ה ¦ ;	H0168G			{H0168G=אֹ֫הֶל=: tent»tent:1_tent}/H9023=Ps3m=his					
Gen.36.5#04=Q(K)	יְע֥וּשׁ	ye'.ush	Jeush	{H3266G}	HNpm	K= ye'.ish (יְעִישׁ) "Jeish" (H3274=HNpm)	L= יְע֥יּשׁ ¦ ;	H3266G	H3274		{H3266G=יְעוּשׁ=Jeush»Jeush@Gen.36.5-1Ch}					
Gen.36.14#14=Q(K)	יְע֥וּשׁ	ye'.ush	Jeush	{H3266G}	HNpm	K= ye'.ish (יְעִישׁ) "Jeish" (H3274=HNpm)	L= יְע֥יּשׁ ¦ ;	H3266G	H3274		{H3266G=יְעוּשׁ=Jeush»Jeush@Gen.36.5-1Ch}					
Gen.39.20#11=Q(K)	אֲסִירֵ֥י	'a.su.rei	[the] prisoners of	{H0615}	HNcmpc	K= 'a.su.rei (אֲסוּרֵי) "[those] imprisoned of" (H0631=HVqsmpc)	L= אֲסִורֵ֥י ¦ ;	H0615	H0631_a		{H0615=אָסִיר=prisoner}					
Gen.43.28#08=Q(K)	וַ/יִּֽשְׁתַּחֲוּֽוּ\׃	va/i.yish.ta.chu	and/ they bowed down	H9001/{H7812}\H9016	Hc/Vvw3mp	K= va/i.yish.ta.chu (וַ/יִּשְׁתַּחוּ\׃) "and/ he bowed down" (H9001/H7812\H9016=Hc/Vvw3ms)	L= וַ/יִּֽשְׁתַּחֲוֻּֽ\׃ ¦ ;	H7812			H9001=ו=&/{H7812=שָׁחָה=to bow}\H9016=׃=verseEnd					
Gen.49.11#03=Q(K)	עִיר֔/וֹ	i.r/o	donkey/ his	{H5895}/H9023	HNcmsc/Sp3ms	K= i.ro/h (עִירֹ/ה) "donkey/ his" (H5895/H9023=HNcbsc/Sp3ms)	L= עִירֹ֔/ה ¦ ;	H5895			{H5895=עַ֫יִר=colt}/H9023=Ps3m=his					
Gen.49.11#12=Q(K)	סוּתֽ/וֹ\׃	su.t/o	robe/ his	{H5497}/H9023\H9016	HNcmsc/Sp3ms	K= su.to/h (סוּתֹ/ה\׃) "robe/ his" (H5497/H9023\H9016=HNcbsc/Sp3ms)	L= סוּתֹֽ/ה\׃ ¦ ;	H5497			{H5497=סוּת=vesture}/H9023=Ps3m=his\H9016=׃=verseEnd					
Exo.4.2#04=Q(K)	מַה/־/זֶּ֣ה	mah/-/zeh-	what/ /[is] this?	{H4100}/H9014/{H2088}	HPi//Tm	K= ma.//zeh (מַ//זֶּה) "what// [is] this?" ({H4100}//H2088=HPi//Tm)	L= מַ//זֶּ֣ה ¦ ;	H4100, H2088			{H4100=מָה=what?}/H9014=־=link/{H2088=זֶה=this}					
Exo.16.2#01=Q(K)	וַ/יִּלּ֜וֹנוּ	va/i.yi.li.nu	and/ they grumbled	H9001/{H3885B}	Hc/VNw3mp	K= va/i.yi.li.nu (וַ/יַּלִּינוּ) "and/ they caused to grumble" (H9001/H3885B=Hc/Vhw3mp)	L= וַ/יִּלֹּ֜ינוּ ¦ ;	H3885B			H9001=ו=&/{H3885B=לוּן=to grumble}					
Exo.16.7#14=Q(K)	תַלִּ֖ינוּ	ta.lo.nu	you will cause to grumble	{H3885B}	HVhi2mp	K= ta.lo.nu (תִלּוֹנוּ) "you will grumble" (H3885B=HVqi2mp)	L= תַלִּ֖ונוּ ¦ ;	H3885B			{H3885B=לוּן=to grumble}					
Exo.21.8#06=Q(K)	ל֥/וֹ	l/o	for <the>/ himself	H9005/{H9033}	HRd/Sp3ms	K= lo' (לֹא) "not" (H3808=HTn)	L= לֹ֥א ¦ ;	H9033	H3808_a		H9005=ל=to/{H9033=Os3m=him}					
Exo.22.5(22.4)#09=Q(K)	בְּעִיר֔/וֹ	be.'i.r/o	cattle/ his	{H1165}/H9023	HNcmsc/Sp3ms	K= be.'i.ra/h (בְּעִירֹ/ה) "cattle/ his" (H1165/H9023=HNcbsc/Sp3ms)	L= בְּעִירֹ֔/ה ¦ ;	H1165			{H1165=בְּעִיר=cattle}/H9023=Ps3m=his					
Exo.27.11#08=Q(K)	וְ/עַמּוּדָ֣י/ו	ve./'am.d/u	and/ pillars/ its	H9002/{H5982G}/H9023	HC/Ncmpc/Sp3ms	K= ve./'am.d/u (וְ/עַמְדּ/וּ) "and/ pillar/ its" (H9002/H5982G/H9023=HC/Ncmsc/Sp3ms)	L= וְ/עַמֻּדָ֣/ו ¦ ;	H5982G_A			H9002=ו=and/{H5982G=עַמּוּד=pillar}/H9023=Ps3m=his					
Exo.28.28#04=Q(K)	מִֽ/טַּבְּעֹתָ֞י/ו	mi./ta.be.'o.to/v	from/ rings/ its	H9006/{H2885}/H9023	HR/Ncfpc/Sp3ms	K= mi./ta.be.'o.to/v (מִ/טַּבְּעֹת/וֹ) "from/ ring/ its" (H9006/H2885/H9023=HR/Ncfsc/Sp3ms)	L= מִֽ/טַּבְּעֹתָ֞/ו ¦ ;	H2885_A			H9006=מ=from/{H2885=טַבַּ֫עַת=ring}/H9023=Ps3m=his					
Exo.32.17#06=Q(K)	בְּ/רֵע֑/וֹ	be./re.'/O	in/ shouting/ its	H9003/{H7452}/H9023	HR/Ncmsc/Sp3ms	K= be./re.'O/h (בְּ/רֵעֹ/ה) "in/ shouting/ its" (H9003/H7452/H9023=HR/Ncbsc/Sp3ms)	L= בְּ/רֵעֹ֑/ה ¦ ;	H7452			H9003=ב=in/{H7452=רֵעַ=shouting}/H9023=Ps3m=his					
Exo.32.19#14=Q(K)	מִ/יָּדָי/ו֙	mi./ya.do/v	from/ hands/ his	H9006/{H3027G}/H9023	HR/Ncbdc/Sp3ms	K= mi./ya.do/v (מִ/יָּד/וֹ) "from/ hand/ his" (H9006/H3027G/H9023=HR/Ncbsc/Sp3ms)	L= מִ/יָּדָ/ו֙ ¦ ;	H3027G			H9006=מ=from/{H3027G=יָד=: hand»hand:1_hand;_arm[anatomy]}/H9023=Ps3m=his					
Exo.35.11#12=Q(K)	בְּרִיחָ֕י/ו	be.ri.Cha/v	bars/ its	{H1280}/H9023	HNcmpc/Sp3ms	K= be.ri.Cha/v (בְּרִיח/וֹ) "bar/ its" (H1280/H9023=HNcmsc/Sp3ms)	L= בְּרִיחָ֕/ו ¦ ;	H1280			{H1280=בְּרִיחַ=bar}/H9023=Ps3m=his					
Exo.37.8#15=Q(K)	קְצוֹתָֽי/ו\׃	kitz.vo.to/v	ends/ its	{H7098}/H9023\H9016	HNcfpc/Sp3ms	K= kitz.vo.to/v (קִצְווֹת/וֹ\׃) "end/ its" (H7117/H9023\H9016=HNcfsc/Sp3ms)	L= קְצוֹותָֽ/ו\׃ ¦ ;	H7098_c	H7117		{H7098=קָצָה=end}/H9023=Ps3m=his\H9016=׃=verseEnd					
Exo.39.4#07=Q(K)	קְצוֹתָ֖י/ו	kitz.vo.to/v	ends/ its	{H7098}/H9023	HNcfpc/Sp3ms	K= kitz.vo.to/v (קִצְווֹת/וֹ) "end/ its" (H7117/H9023=HNcfsc/Sp3ms)	L= קְצוֹותָֽ/ו ¦ ;	H7098	H7117, H7099		{H7098=קָצָה=end}/H9023=Ps3m=his					
Exo.39.33#13=Q(K)	בְּרִיחָ֖י/ו	be.ri.cho/v	bars/ its	{H1280}/H9023	HNcmpc/Sp3ms	K= be.ri.cho/v (בְּרִיח/וֹ) "bar/ its" (H1280/H9023=HNcmsc/Sp3ms)	L= בְּרִיחָ֖/ו ¦ ;	H1280			{H1280=בְּרִיחַ=bar}/H9023=Ps3m=his					
Lev.9.22#04=Q(K)	יָדָ֛י/ו	ya.do/v	hands/ his	{H3027S}/H9023	HNcbdc/Sp3ms	K= ya.do/v (יָד/וֹ) "hand/ his" (H3027S/H9023=HNcbsc/Sp3ms)	L= יָדָ֛/ו ¦ ;	H3027S			{H3027S=יָד=: vow»hand:13_vow;_swear;_(raise)hand}/H9023=Ps3m=his					
Lev.11.21#12=Q(K)	ל֤/וֹ	l/o	[belong] to <the>/ it	H9005/{H9033}	HRd/Sp3ms	K= lo' (לֹא) "not" (H3808=HTn)	L= לֹ֤א ¦ ;	H9033	H3808		H9005=ל=to/{H9033=Os3m=him}					
Lev.16.21#05=Q(K)	יָדָ֗י/ו	ya.do/v	hands/ his	{H3027G}/H9023	HNcbdc/Sp3ms	K= ya.do/v (יָד/וֹ) "hand/ his" (H3027G/H9023=HNcbsc/Sp3ms)	L= יָדָ֗/ו ¦ ;	H3027G_A			{H3027G=יָד=: hand»hand:1_hand;_arm[anatomy]}/H9023=Ps3m=his					
Lev.23.13#11=Q(K)	וְ/נִסְכּ֥/וֹ	ve./nis.K/o	and/ drink offering/ its	H9002/{H5262}/H9023	HC/Ncmsc/Sp3ms	K= ve./nis.Ko/h (וְ/נִסְכֹּ/ה) "and/ drink offering/ its" (H9002/H5262/H9023=HC/Ncbsc/Sp3ms)	L= וְ/נִסְכֹּ֥/ה ¦ ;	H5262			H9002=ו=and/{H5262=נֶ֫סֶךְ=drink offering}/H9023=Ps3m=his					
Lev.25.30#14=Q(K)	ל֣/וֹ	l/o	[belongs] to <the>/ it	H9005/{H9033}	HRd/Sp3ms	K= lo' (לֹא) "not" (H3808=HTn)	L= לֹ֣א ¦ ;	H9033_b	H3808_b		H9005=ל=to/{H9033=Os3m=him}					
Num.1.16#02=Q(K)	קְרוּאֵ֣י	ke.ri.'ei	[were those] called	{H7121G}	HVqsmpc	K= ke.ri.'ei (קְרִיאֵי) "[were the people] called" (H7148=HTn)	L= קְריּאֵ֣י ¦ ;	H7121G	H7148		{H7121G=קָרָא=: call_to»to call:1_call_to;_invite;_entreat}					
Num.12.3#03=Q(K)	עָנָ֣יו	a.nav	[was] humble	{H6035}	HAamsa	K= a.nav (עָנָו) "[was] humble" (H6035=HAabsa)	L= עָנָ֣ו ¦ ;	H6035			{H6035=עָנָו=poor}					
Num.14.36#09=Q(K)	וַ/יַּלִּ֤ינוּ	va/i.yi.lo.nu	and/ they caused to grumble	H9001/{H3885B}	Hc/Vhw3mp	K= va/i.yi.lo.nu (וַ/יִּלּוֹנוּ) "and/ they grumbled" (H9001/H3885B=Hc/VNw3mp)	L= וַ/יַּלִּ֤ונוּ ¦ ;	H3885B			H9001=ו=&/{H3885B=לוּן=to grumble}					
Num.16.11#12=Q(K)	תַלִּ֖ינוּ	ti.lo.nu	you will cause to grumble	{H3885B}	HVhi2mp	K= ti.lo.nu (תִלּוֹנוּ) "you will grumble" (H3885B=HVqi2mp)	L= תַלִּ֖ונוּ ¦ ;	H3885B			{H3885B=לוּן=to grumble}					
Num.21.32#08=Q(K)	וַ/יּ֖וֹרֶשׁ	va/i.yi.resh	and/ it dispossessed	H9001/{H3423H}	Hc/Vhw3ms	K= va/i.yi.resh (וַ/יִּירַשׁ) "and/ it possessed" (H9001/H3423H=Hc/Vqw3ms)	L= וַ/יֹּ֖ירֶשׁ ¦ ;	H3423H			H9001=ו=&/{H3423H=יָרַשׁ=: take»to possess:2_take;_conquer;_drive_out}					
Num.23.13#04=Q(K)	לְכָ/ה	le.kha/h	come there/ !	{H1980H}/H9012	HVqv2ms/Sh	K= le.kha (לְךָ) "come" (H1980H=HVqv2ms)	L= לְךָ\־ ¦ ;	H1980H_a	, H3212		{H1980H=הָלַךְ=: come[nearer]»to go:2_come[nearer]}/H9012=ה=emph.					
Num.26.9#09=Q(K)	קְרִיאֵ֣י	ke.ru.'ei	[the] [people] called of	{H7148}	HAampc	K= ke.ru.'ei (קְרוּאֵי) "[those] called of" (H7121G=HVqsmpc)	L= קְרִואֵ֣י ¦ ;	H7148	H7121G		{H7148=קָרִיא=chosen}					
Num.32.7#02=Q(K)	תְנִיא֔וּ/ן	te.nu.'u/n	do you discourage/ !	{H5106}/H9013	HVhi2mp/Sn	K= te.nu.'u/n (תְנוּאוּ/ן) "do you hinder/ !" (H5106/H9013=HVqi2mp/Sn)	L= תְנִוא֔וּ/ן ¦ ;	H5106			{H5106=נוּא=to forbid}/H9013=נ=emph.					
Num.34.4#09=Q(K)	וְ/הָיוּ֙	ve./ha.yah	and/ they will be	H9001/{H1961}	Hc/Vqq3cp	K= ve./ha.yah (וְ/הָיָה) "and/ it will be" (H9001/H1961=Hc/Vqq3ms)	L= וְ/הָיֻה֙ ¦ ;	H1961			H9001=ו=&/{H1961=הָיָה=to be}					
Deu.2.33#08=Q(K)	בָּנָ֖י/ו	be.no/v	sons/ his	{H1121A}/H9023	HNcmpc/Sp3ms	K= be.no/v (בְּנ/וֹ) "son/ his" (H1121A/H9023=HNcmsc/Sp3ms)	L= בָּנָ֖/ו ¦ ;	H1121A			{H1121A=בֵּן=: child»son:1_child;_son}/H9023=Ps3m=his					
Deu.5.10#06=Q(K)	מִצְוֹתָֽ/י\׃\ \ס	mitz.vo./i	commandments/ my	{H4687}/H9020\H9016\ \H9018	HNcfpc/Sp1bs	K= mitz.vo.to/v (מִצְוֹת/וֹ\׃\ \ס) "commandment/ his" (H4687/H9023\H9016\ \H9018=HNcfsc/Sp3ms)	L= מִצְוֹתָֽ/ו\׃\ \ס ¦ ;	H4687			{H4687=מִצְוָה=commandment}/H9020=Ps1c=my\H9016=׃=verseEnd\ \H9018=ס=section					
Deu.7.9#14=Q(K)	מִצְוֹתָ֖י/ו	mitz.vo.to/v	commandments/ his	{H4687}/H9023	HNcfpc/Sp3ms	K= mitz.vo.to/v (מִצְוֹת/וֹ) "commandment/ his" (H4687/H9023=HNcfsc/Sp3ms)	L= מִצְוֹתָ֖/ו ¦ ;	H4687			{H4687=מִצְוָה=commandment}/H9023=Ps3m=his					
Deu.8.2#21=Q(K)	מִצְוֹתָ֖י/ו	mitz.vo.to/v	commandments/ his	{H4687}/H9023	HNcfpc/Sp3ms	K= mitz.vo.to/v (מִצְוֹת/וֹ) "commandment/ his" (H4687/H9023=HNcfsc/Sp3ms)	L= מִצְוֹתָ֖/ו ¦ ;	H4687			{H4687=מִצְוָה=commandment}/H9023=Ps3m=his					
Deu.13.15(13.16)#06=Q(K)	הַ/הִ֖יא	ha./hu'	<the>/ that	H9009/{H1931}	HTd/Pp3fs	K= ha./hu' (הַ/הוּא) "<the>/ that" (H9009/H1931=HTd/Pp3ms)	L= הַ/הִ֖וא ¦ ;	H1931			H9009=ה=the/{H1931=הוּא=he;_she;_it}					
Deu.21.7#05=Q(K)	שָֽׁפְכוּ֙	sha.fe.khah	they shed	{H8210H}	HVqp3cp	K= sha.fe.khah (שָׁפְכָה) "it shed" (H8210H=HVqp3fs)	L= שָֽׁפְכֻה֙ ¦ ;	H8210H			{H8210H=שָׁפַךְ=: kill»to pour:2_kill;_shed(blood;_life)}					
Deu.27.10#07=Q(K)	מִצְוֹתָי/ו֙	mitz.vo.Ta/v	commandments/ his	{H4687}/H9023	HNcfpc/Sp3ms	K= mitz.vo.Ta/v (מִצְוֹת/וֹ) "commandment/ his" (H4687/H9023=HNcfsc/Sp3ms)	L= מִצְוֹתָ/ו֙ ¦ ;	H4687			{H4687=מִצְוָה=commandment}/H9023=Ps3m=his					
Deu.28.27#05=Q(K)	וּ/בַ/טְּחֹרִ֔ים	u./vo./'o.fa.lim	and/ with <the>/ tumors	H9002/H9003/{H2914}	HC/Rd/Ncmpa	K= u./vo./'o.fa.lim (וּ/בָ/עֳפָלִים) "and/ with/ <the> tumors" (H9002/H9003/H6076B=HC/Rd/Ncmpa)	L= וּ/בַ/עְפֹלִ֔ים ¦ ;	H2914	H6076B		H9002=ו=and/H9003=ב=in/{H2914=טְחֹר=tumor}					
Deu.28.30#05=Q(K)	יִשְׁכָּבֶ֔/נָּה	yish.ka.be./nah	he will lie with/ her	{H7901I}/H9034	HVqi3ms/Sp3fs	K= yish.ga.le./nah (יִשְׁגָּלֶ/נָּה) "he will rape/ her" (H7693/H9034=HVqi3ms/Sp3fs)	L= יִשְׁגָּלֶ֔/נָּה ¦ ;	H7901I	H7693		{H7901I=שָׁכַב=: have_sex»to lie down:3_have_sex}/H9034=Os3f=her					
Deu.33.2#15=Q(K)	אֵ֥שׁ//דָּ֖ת	'e.she.//dat	fire of// law	{H0784}//{H1881}	HNcbsc//Ncfsa	K= 'e.she.dat (אֵשְׁדָּת) "fiery law" (H0799=HNcbsa)	L= אֵ֥שׁדָּ֖ת ¦ ;	H0784, H1881	H0799		{H0784=אֵשׁ=fire}//{H1881=דָּת=law}					
Deu.33.9#11=Q(K)	בָּנָ֖י/ו	ba.no/v	children/ his	{H1121A}/H9023	HNcmpc/Sp3ms	K= ba.no/v (בָּנ/וֹ) "child/ his" (H1121A/H9023=HNcmsc/Sp3ms)	L= בָּנָ֖/ו ¦ ;	H1121A			{H1121A=בֵּן=: child»son:1_child;_son}/H9023=Ps3m=his					
