book,chapter,verse,word_index,Qere,Ketiv,Strongs Q,Parsing Q,Strongs K,Parsing K
2Sa,21,20,7,מָד֗וֹן,"K= ma.din (מָדִין) ""measure"" (H4060G=HNtmsa)",H4067,HNtmsa,H4060G,HNtmsa
2Sa,22,15,5,וַ/יָּהֹֽם\׃,"K= va/i.ye.hu.me/m (וַ/יְהֻמֵּ/ם\׃) ""and/ he routed/ them"" (H9001/H2000/H9038\H9016=Hc/Vqw3ms/Sp3mp)",H2000 H9016,Vqw3ms,H2000 H9038 H9016,Vqw3ms Sp3mp
2Sa,22,33,6,דַּרְכִּֽ/י\׃,"K= dar.k/o (דַּרְכּ/וֹ\׃) ""way/ his"" (H1870G/H9023\H9016=HNcbsc/Sp3ms)",H1870G H9020 H9016,HNcbsc Sp1bs,H1870G H9023 H9016,HNcbsc Sp3ms
2Sa,22,34,2,רַגְלַ֖/י,"K= rag.la/v (רַגְלָי/ו) ""feet/ his"" (H7272/H9023=HNcbdc/Sp3ms)",H7272 H9020,HNcfdc Sp1bs,H7272 H9023,HNcbdc Sp3ms
2Sa,22,51,1,מִגְדּ֖וֹל,"K= mig.dil (מַגְדִּיל) ""[one who] makes great"" (H1431=HVhrmsa)",H4024A,HNcmsc,H1431,HVhrmsa
2Sa,23,8,13,הָֽ/עֶצְנִ֔י,"K= ha./'etz.n/o (הָ/עֶצְנ/וֹ) ""<the>/ spear/ his"" (H9009/H6112H/H9023=HTd/Ncbsc/Sp3ms)",H6112G,HTd Ncmsa,H6112H H9023,HTd Ncbsc Sp3ms
2Sa,23,8,19,אֶחָֽת\׃\ \ס,"K= 'e.chad (אֶחָד\׃\ \ס) ""one"" (H0259\H9016\ \H9018=HNcbsa)",H0259 H9016   H9018,HNcfsa,H9018,HNcbsa
2Sa,23,13,2,שְׁלֹשָׁ֜ה,"K= she.lo.shim (שְׁלֹשִׁים) ""thirty"" (H7970=HNcfpa)",H7969,HNcbsa,H7970,HNcfpa
2Sa,23,18,8,הַ/שְּׁלֹשָׁ֔ה,"K= ha./she.lo.shi (הַ/שְּׁלֹשִׁי) ""the/ third"" (H9009/H7992=HTd/Aobsa)",H7969,HTd Ncbsa,H7992,HTd Aobsa
2Sa,23,20,6,חַ֛יִל,"K= chai (חַי) ""living"" (H2416A=HAabsa)",H2428G,HNcmsa,H2416A,HAabsa
2Sa,23,20,20,הָ/אֲרִ֛י,"K= ha./'a.ri.yah (הָ/אֲרִיַּה) ""the/ lion"" (H9009/H0738B=HTd/Ncbsa)",H0738A,HTd Ncmsa,H0738B,HTd Ncbsa
2Sa,23,21,6,אִ֣ישׁ,"K= 'a.Sher (אֲשֶׁר) ""who"" (H0834A=HTr)",H0376G,HNcmsc,H0834A,HTr
1Ki,1,47,12,אֱלֹהִ֜ים,"K= 'e.lo.hei./kha (אֱלֹהֶי/ךָ) ""God/ your"" (H0430G/H9021=HNcmpc/Sp2ms)",H0430G,HNcmpa,H0430G H9021,HNcmpc Sp2ms
1Ki,5,3(5,24,רַגְלָֽ/י\׃,"K= rag.lo/v (רַגְל/וֹ\׃) ""foot/ his"" (H7272/H9023\H9016=HNcbsc/Sp3ms)",H7272 H9020 H9016,HNcfdc Sp1bs,H7272 H9023 H9016,HNcbsc Sp3ms
1Ki,6,21,9,בְּ/רַתּוּק֤וֹת,"K= be./ra.ti.kot (בְּ/רַתִּיקוֹת) ""with/ chains of"" (H9003/H7572=HR/Ncfpc)",H9003 H7569,HR Ncfpc,H9003 H7572,HR Ncfpc
1Ki,7,23,15,וְ/קָו֙,"K= u./ke.veh (וּ/קְוֵה) ""and/ a measuring-line"" (H9002/H6961=HC/Ncbsa)",H6957B,Ncmsa,H6961,Ncbsa
1Ki,7,45,10,הָ/אֵ֔לֶּה,"K= ha./'o.hel (הָ/אֹהֶל) ""the/ tent"" (H9009/H0168G=HTd/Ncbsa)",H0428,HTd Tm,H0168G,HTd Ncbsa
1Ki,9,18,4,תַּדְמֹ֥ר,"K= ta.mar (תָּמָר) ""Tamar"" (H8559K=HNpl)",H8412,HNpl,H8559K,HNpl
1Ki,12,33,16,מִ/לִּבּ֑/וֹ,"K= mi./li./bad (מִ/לְּ/בַד) ""<from>/ <to>/ alone"" (H9006/H9005/H0905J=HR/R/Ncbsa)",H9006 H3820A H9023,HR Ncmsc Sp3ms,H9006 H9005 H0905J,HR R Ncbsa
1Ki,14,2,10,אַ֖תְּ,"K= 'a.ti (אַתִּי) ""you"" (H0859B=HPp2fs)",H0859C,HPp2fs,H0859B,HPp2fs
1Ki,15,15,5,וְ/קָדְשֵׁ֖י,"K= ve./ka.de.sho/v (וְ/קָדְשׁ/וֹ) ""and/ own holy thing/ his"" (H9002/H6944G/H9023=HC/Ncbsc/Sp3ms)",H6944G,Ncmpc,H6944G H9023,Ncbsc Sp3ms
1Ki,22,48(22,2,עָשָׂה֩,"K= a.sar (עָשָׂר) ""he tithed"" (H6237=HVqp3ms)",H6213A,HVqp3ms,H6237,HVqp3ms
2Ki,3,24,12,וַ/יַּכּוּ,"K= va./ya.bo (וַ/יָּבוֹ) ""and/ they went"" (H9001/H0935G=Hc/Vqw3mp)",H5221,Vhw3mp,H0935G,Vqw3mp
2Ki,4,16,6,אַ֖תְּ,"K= 'a.ti (אַתִּי) ""you"" (H0859B=HPp2fs)",H0859C,HPp2fs,H0859B,HPp2fs
2Ki,4,23,3,אַ֣תְּ,"K= 'a.ti (אַתִּי) ""[are] you"" (H0859B=HPp2fs)",H0859C,HPp2fs,H0859B,HPp2fs
2Ki,5,12,3,אֲמָנָ֨ה,"K= 'a.va.nah (אֲבָנָה) ""[are] Abana"" (H0071=HNpl)",H0549H,HNpl,H0071,HNpl
2Ki,5,18,23,,"K= na' (נָא) ""please"" (H4994=HTj)",,,H4994,HTj
2Ki,5,25,9,מֵ/אַ֖יִן,"K= me./'an (מֵ/אָן) ""from/ where?"" (H9006/H0575=HR/Ti)",H9006 H0370,HR Ti,H9006 H0575,HR Ti
2Ki,6,10,11,וְ/הִזְהִיר֖/וֹ,"K= ve./hiz.hi.ra/h (וְ/הִזְהִירָ/הּ) ""and/ he warned/ her"" (H9001/H2094B/H9034=Hc/Vhq3ms/Sp3fs)",H2094B H9033,Vhq3ms Sp3ms,H2094B H9034,Vhq3ms Sp3fs
2Ki,6,25,16,דִּבְיוֹנִ֖ים,"K= cha.rei.//yo.nim (חֲרֵי//יוֹנִים) ""dung of// doves"" ({H2716}//H3123=HNcmpc//Ncmpa)",H1686,HNcmpa,{H2716}  H3123,HNcmpc  Ncmpa
2Ki,7,12,23,בַ/שָּׂדֶה֙,"K= ve./ha./sa.deh (בְ/הַ/שָּׂדֶה) ""in/ the/ open country"" (H9003/H9009/H7704G=HR/Td/Ncbsa)",H9003 H7704G,HR Ncmsa,H9003  H7704G,HR Td Ncbsa
2Ki,7,15,14,בְּ/חָפְזָ֑/ם,"K= be./he./cha.fe.za/m (בְּ/הֵ/חָפְזָ/ם) ""in/ <the>/ hurrying/ of them"" (H9003/H9009/H2648/H9048=HR/Td/VNcc/Sp3mp)",H9003 H2648 H9048,HR Vqcc Sp3mp,H9003  H2648 H9048,HR Td VNcc Sp3mp
2Ki,8,1,12,אַ֣תְּ,"K= 'a.ti (אַתִּי) ""you"" (H0859B=HPp2fs)",H0859C,HPp2fs,H0859B,HPp2fs
2Ki,8,10,6,ל֖/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
2Ki,9,25,4,שָֽׁלִשׁ֔/וֹ,"K= she.lo.shah (שְׁלֹשָׁה) ""three"" (H7969=HNcfsa)",H7991C H9023,HNcmsc Sp3ms,H7969,HNcfsa
2Ki,9,33,2,שִׁמְט֖וּ/הָ,"K= shim.tu./hu (שִׁמְטֻ/הוּ) ""let fall/ him"" (H8058/H9033=HVqv2mp/Sp3ms)",H8058 H9034,HVqv2mp Sp3fs,H8058 H9033,HVqv2mp Sp3ms
2Ki,10,27,10,לְ/מֽוֹצָא֖וֹת,"K= le./ma.cha.ra.'ot (לְ/מַחֲרָאוֹת) ""<into>/ latrines"" (H9005/H4280=HR/Ncfpa)",H9005 H4163,HR Ncfpa,H9005 H4280,HR Ncfpa
2Ki,11,20,12,הַ/מֶּֽלֶךְ\׃\ \ס,"K= Me.lekh (מֶלֶךְ\׃\ \ס) ""a king"" (H4428G\H9016\ \H9018=HNcbsa)",H4428G H9016   H9018,HTd Ncmsa,H9018,HNcbsa
2Ki,12,9(12,13,מִ/יָּמִ֗ין,"K= ba/i.ya.min (בַּ/יָּמִין) ""at the/ right [side]"" (H9003/H3225G=HRd/Ncbsa)",H9006 H3225G,HR Ncfsa,H9003 H3225G,HRd Ncbsa
2Ki,16,6,14,וַֽ/אֲדוֹמִים֙,"K= va./'a.ra.mim (וַ/אֲרַמִּים) ""and/ Arameans"" (H9002/H0761I=HC/Ngmpa)",H0130,Ngmpa,H0761I,Ngmpa
2Ki,16,15,1,וַ/יְצַוֶּ֣ה,"K= va/y.tza.ve./hu (וַ/יְצַוֵּ/הוּ) ""and/ he commanded/ him"" (H9001/H6680/H9033=Hc/Vpw3ms/Sp3ms)",H6680,Vpw3ms,H6680 H9033,Vpw3ms Sp3ms
2Ki,17,13,7,נְבִיאֵ֨י,"K= ne.vi.'o/v (נְבִיא/וֹ) ""prophet/ his"" (H5030/H9023=HNcbsc/Sp3ms)",H5030,HNcmpc,H5030 H9023,HNcbsc Sp3ms
2Ki,17,21,12,וַ/יַּדַּ֨ח,"K= va/i.ya.de' (וַ/יַּדֵּא) ""and/ he drove away"" (H9001/H5077A=Hc/Vhw3ms)",H5080,Vhw3ms,H5077A,Vhw3ms
2Ki,17,31,13,אֱלֹהֵ֥י,"K= 'e.lo.ah (אֱלֹהַּ) ""[the] god of"" (H0433=HNcmsc)",H0430J,HNcmpc,H0433,HNcmsc
2Ki,18,27,22,צוֹאָתָ֗/ם,"K= cha.rei./hem (חֲרֵי/הֶם) ""own dung<s>/ their"" (H2716/H9028=HNcmpc/Sp3mp)",H6675 H9028,HNcfsc Sp3mp,H2716 H9028,HNcmpc Sp3mp
2Ki,18,27,25,מימֵ֥י/ /רַגְלֵי/הֶ֖ם,"K= shei.nei./hem (שֵׁינֵי/הֶם) ""own urine<s>/ their"" (H7890/H9028=HNcbdc/Sp3mp)",H4325G   H7272 H9028,HNcmpc  Ncfdc Sp3mp,H7890 H9028,HNcbdc Sp3mp
2Ki,19,23,6,בְּ/רֹ֥ב,"K= be./re.khev (בְּ/רֶכֶב) ""with/ [the] chariotry of"" (H9003/H7393G=HR/Ncbsc)",H9003 H7230,HR Ncmsc,H9003 H7393G,HR Ncbsc
2Ki,19,31,9,יְהוָ֥ה/ /צְבָא֖וֹת,"K= Yah.weh (יְהוָ֥ה) ""Yahweh"" (H3068G=HNpt)",H3068G   H6635B,HNpt  Ncfpa,H3068G,HNpt
2Ki,19,37,8,וְ/שַׂרְאֶ֤צֶר/ /בָּנָי/ו֙,"K= ve./sar.'E.tzer (וְ/שַׂרְאֶ֤צֶר) ""and/ Sharezer"" (H9002/H8272G=HC/Npm)",H8272G   H1121A H9023,Npm  Ncmpc Sp3ms,H8272G,Npm
2Ki,20,4,5,חָצֵ֖ר,"K= ha./'ir (הָ/עִיר) ""the/ city"" (H9009/H5892B=HTd/Ncfsa)",H2691A,HNcfsa,H5892B,HTd Ncfsa
2Ki,21,12,15,שֹׁ֣מְעָ֔/הּ,"K= sho.me.'a/v (שֹׁמְעָי/ו) ""[those who] hear of/ it"" (H8085G/H9033=HVqrmpc/Sp3ms)",H8085G H9034,HVqrmsc Sp3fs,H8085G H9033,HVqrmpc Sp3ms
2Ki,22,5,7,בֵּ֣ית,"K= be./veit (בְּ/בֵית) ""in/ [the] house of"" (H9003/H1004B=HR/Ncbsc)",H1004B,HNcmsc,H9003 H1004B,HR Ncbsc
2Ki,23,33,7,מִ/מְּלֹ֖ךְ,"K= bi/m.lokh (בִּ/מְלֹךְ) ""when/ reigned"" (H9003/H4427A=HR/Vqcc)",H9006 H4427A,HR Vqcc,H9003 H4427A,HR Vqcc
2Ki,24,15,14,אֵילֵ֣י,"K= 'e.vi.lei (אֱוִלֵי) ""[the] citizens of"" (H0193B=HNcmpc)",H0352C,HNcmpc,H0193B,HNcmpc
1Ch,4,7,4,וְ/צֹ֖חַר,"K= yitz.char (יִצְחָר) ""Izhar"" (H3328=HNpm)",H6714G,Npm,H3328,HNpm
1Ch,6,26(6,2,בְּנֵי֙,"K= be.no/v (בְּנ/וֹ) ""son/ his"" (H1121A/H9023=HNcbsc/Sp3ms)",H1121A,HNcmpc,H1121A H9023,HNcbsc Sp3ms
1Ch,9,33,7,פְּטוּרִ֑ים,"K= pe.ti.rim (פְּטִירִים) ""set free"" (H6359=HNcmpa)",H6362,HVqsmpa,H6359,HNcmpa
1Ch,11,11,10,הַ/שָּׁ֣לִישִׁ֔ים,"K= ha./she.lo.shim (הַ/שְּׁלוֹשִׁים) ""the/ thirty"" (H9009/H7970=HTd/Ncmpa)",H7991C,HTd Ncmpa,H7970,HTd Ncmpa
1Ch,11,20,16,וְ/ל/וֹ,"K= ve./lo'- (וְ/לֹא) ""and/ not"" (H9002/H3808=HC/Tn)",H9005 H9033,R Sp3ms,H3808,Tn
1Ch,12,15(12,13,גְּדוֹתָ֑י/ו,"K= gi.d.yo.ta/v (גִּדיֹתָי/ו) ""banks/ its"" (H1428/H9023=HNcfpc/Sp3ms)",H1415 H9023,HNcfpc Sp3ms,H1428 H9023,HNcfpc Sp3ms
1Ch,12,18(12,6,הַ/שָּׁלִישִׁים֒,"K= ha./she.lo.shim (הַ/שְּׁלוֹשִׁים) ""the/ thirty"" (H9009/H7970=HTd/Ncmpa)",H7991C,HTd Ncmpa,H7970,HTd Ncmpa
1Ch,22,7,4,בְּנִ֕/י,"K= be.no/v (בְּנ/וֹ) ""son/ his"" (H1121A/H9023=HNcbsc/Sp3ms)",H1121A H9020,HNcmsc Sp1bs,H1121A H9023,HNcbsc Sp3ms
1Ch,25,1,10,הַֽ/נִּבְּאִ֛ים,"K= ha./ne.bi.'im (הַ/נְּבִיאִים) ""the/ prophets"" (H9009/H5030=HTd/Ncmpa)",H5012,HTd VNrmpa,H5030,HTd Ncmpa
1Ch,26,25,11,וּ/שְׁלֹמִ֥ית,"K= u./she.lo.mot (וּ/שְׁלֹמוֹת) ""and/ Shelomoth"" (H9002/H8013H=HC/Npm)",H8019J,Npm,H8013H,Npm
1Ch,27,12,6,לַ/בֵּ֣ן\׀/ /יְמִינִ֑י,"K= la./ben.ye.mi.ni (לַ/בֶּנְיְמִינִי) ""of the/ Benjaminite[s]"" (H9005/H1145=HRd/Ngmsa)",H9005 H1121G H9015   H3227B,HRd Ncmsa  Ngmsa,H9005 H1145,HRd Ngmsa
2Ch,3,17,13,הַ/יְמָנִי֙,"K= ha/y.mi.ni (הַ/יְמִינִי) ""the/ south [one]"" (H9009/H3227H=HTd/Ngbsa)",H3233H,HTd Aamsa,H3227H,HTd Ngbsa
2Ch,8,10,3,הַ/נִּצָּבִ֛ים,"K= ha./ne.tzi.vim (הַ/נְּצִיבִים) ""the/ garrisons"" (H9009/H5333=HTd/Ncmpa)",H5324,HTd VNrmpa,H5333,HTd Ncmpa
2Ch,11,18,7,בַּת,"K= ben (בֶּן) ""[the] son of"" (H1121A=HNcbsc)",H1323G,HNcfsc,H1121A,HNcbsc
2Ch,24,27,2,יִ֧רֶ֞ב,"K= ve./rov (וְ/רֹב) ""and/ [the] abundance of"" (H9002/H7230=HC/Ncbsc)",H7235A,HVqj3ms,H7230,Ncbsc
2Ch,25,17,15,לְכָ֖/ה,"K= le./kha (לְ/ךָ) ""to/ you"" (H9005/H9031=HR/Sp2ms)",H1980K H9012,HVqv2ms Sh,H9005 H9031,HR Sp2ms
2Ch,29,8,8,לְ/זַֽעֲוָה֙,"K= li/z.va.'ah (לִ/זְוָעָה) ""into/ a terror"" (H9005/H2113=HR/Ncfsa)",H9005 H2189,HR Ncfsa,H9005 H2113,HR Ncfsa
2Ch,32,21,20,וּ/מִֽ/יצִיאֵ֣י,"K= u./mi./tzi.'o/v (וּ/מִ/יצִיא/וֹ) ""and/ some of/ own offspring of/ his"" (H9002/H9006/H3329/H9023=HC/R/Ncbsc/Sp3ms)",H9006 H3329,R Ncmpc,H9006 H3329 H9023,R Ncbsc Sp3ms
2Ch,33,16,1,וַ/יִּ֙בֶן֙,"K= va/i.ya.khen (וַ/יָּכֶן) ""and/ he prepared"" (H9001/H3559I=Hc/Vhw3ms)",H1129,Vqw3ms,H3559I,Vhw3ms
2Ch,34,5,5,מִזְבְּחוֹתָ֑/ם,"K= miz.be.cho.taim (מִזְבְּחוֹתָים) ""altars"" (H4196=HNcfpc)",H4196 H9028,HNcfpc Sp3mp,H4196,HNcfpc
2Ch,34,6,7,,"K= be./har (בְּ/הַר) ""in/ [the] hill country of"" (H9003/H2022G=HR/Ncbsc)",,,H9003 H2022G,HR Ncbsc
2Ch,34,6,8,בְּ/חַרְבֹתֵי/הֶ֖ם,"K= ba.tei./hem (בָּתֵּי/הֶם) ""houses/ their"" (H1004B/H9028=HNcmpc/Sp3mp)",H9003 H2719 H9028,HR Ncfpc Sp3mp,H1004B H9028,HNcmpc Sp3mp
2Ch,34,9,26,וַ/יָּשֻׁ֖בוּ,"K= ve./yo.she.vei (וְ/יֹשְׁבֵי) ""and/ [the] inhabitants of"" (H9002/H3427=HC/Vqrmpc)",H7725G,Vqw3mp,H3427,Vqrmpc
2Ch,35,3,3,הַ/מְּבִינִ֨ים,"K= ha./me.vu.nim (הַ/מְּבוּנִים) ""the/ teachers"" (H9009/H4000=HTd/Ncmpa)",H0995,HTd Vhrmpa,H4000,HTd Ncmpa
2Ch,36,14,7,לִ/מְעָל,"K= li/m.'ol- (לִ/מְעוֹל\־) ""to/ act unfaithfully"" (H9005/H4603\H9014=HR/Vqcc)",H9005 H4603,HR Vqcc,H9005 H4603 H9014,HR Vqcc
Ezr,4,2,15,וְ/ל֣/וֹ,"K= ve./lo' (וְ/לֹא) ""and/ not"" (H9002/H3808=HC/Tn)",H9005 H9033,Rd Sp3ms,H3808,Tn
Ezr,4,4,8,וּֽ/מְבַהֲלִ֥ים,"K= u./me.va.la.him (וּ/מְבַלַהִים) ""and/ [were] troubling"" (H9002/H1089=HC/Vprmpa)",H0926,Vprmpa,H1089,Vprmpa
Ezr,4,9,13,אַרְכְּוָיֵ֤/א,"K= 'ar.ke.vai (אַרְכְּוָי) ""[the] Erechite[s]"" (H0756=ANgmpa)",H0756 H9010,ANgmpd Ta,H0756,ANgmpa
Ezr,4,9,16,דֶּהָיֵ֖/א,"K= di./hu' (דִּ/הוּא) ""that/ he [is]"" (H1768/H9043=AC/Pp3ms)",H1723 H9010,ANgmpd Ta,H1768 H9043,AC Pp3ms
Ezr,4,12,17,וְ/שׁוּרַיָּ֣/א,"K= ve./shu.rai.Ya (וְ/שׁוּרַיָּ) ""and/ walls"" (H9002/H7792=AC/Ncmpa)",H7792 H9010,AC Ncmpd Ta,H7792,AC Ncmpa
Ezr,5,1,3,נְבִיָּ֗/א,"K= ne.vi.'a/h (נְבִיאָ/ה) ""prophet/ the"" (H5029/H9024=ANcbsd/Ta)",H5029 H9010,ANcbsd Ta,H5029 H9024,ANcbsd Ta
Ezr,5,15,3,אֵ֚ל,"K= 'e.leh (אֵלֶּה) ""these"" (H0429=ATm)",H0412,ATm,H0429,ATm
Ezr,6,14,7,נְבִיָּ֔/א,"K= ne.vi.'a/h (נְבִיאָ/ה) ""prophet/ the"" (H5029/H9024=ANcbsd/Ta)",H5029 H9010,ANcbsd Ta,H5029 H9024,ANcbsd Ta
Ezr,6,17,15,לְ/חַטָּאָ֤ה,"K= le./cha.ta.ya' (לְ/חַטָּיָא) ""for/ a sin offering"" (H9005/H2409=AR/Ncfsa)",H9005 H2402,AR Ncfsa,H9005 H2409,AR Ncfsa
Ezr,8,14,4,וְ/זַכּ֑וּר,"K= ve./za.vud (וְ/זָבוּד) ""and/ Zabud"" (H9002/H2072=HC/Npm)",H2139K,Npm,H2072,Npm
Ezr,8,17,1,וָ/אֲצַוֶּ֤ה,"K= va./'o.tzi.'a/h (וָ/אוֹצִאָ/ה) ""and/ I sent out/ !"" (H9001/H3318H/H9012=Hc/Vhw1cs/Sh)",H6680,Vpw1cs,H3318H H9012,Vhw1cs Sh
Ezr,8,17,15,הַ/נְּתִינִים֙,"K= ha./ne.tu.nim (הַ/נְּתוּנִים) ""those/ appointed"" (H9009/H5414H=HTd/Vqsmpa)",H5411,HTd Ncmpa,H5414H,HTd Vqsmpa
Ezr,10,29,8,וְ/רָמֽוֹת\׃\ \ס,"K= ye.re.mot (יְרֵמוֹת\׃\ \ס) ""Jeremoth"" (H3406R\H9016\ \H9018=HNpm)",H7418H H9016   H9018,Npl,H9018,HNpm
Neh,2,13,17,הֵ֣ם\׀/ /פְּרוּצִ֔ים,"B= he/m.fe.ru.tzim (הֵ֣/מפְּרוּצִ֔ים) ""<the>/ [had been] broken down"" (H9009/{H6555}=HTd/Pp3mp) ¦ K= ha/me.for.va.tzim (הַ/מְפֹרוָצִים) ""<the>/ [had been] broken down"" (H9009/H6555=HTd/Pp3mp)",H1992 H9015   H6555,HPp3mp  Vqsmpa,H6555,HTd Pp3mp
Neh,3,30,1,אַחֲרָ֨י/ו,"K= 'a.cha.re/i (אַחֲרַ/י) ""after/ me"" (H0310A/H9030=HAcmpc/Sp1bs)",H0310A H9033,HAcmpc Sp3ms,H0310A H9030,HAcmpc Sp1bs
Neh,3,31,1,אַחֲרָ֣י/ו,"K= 'a.cha.re/i (אַחֲרֵ/י) ""after/ me"" (H0310A/H9030=HAcmpc/Sp1bs)",H0310A H9033,HAcmpc Sp3ms,H0310A H9030,HAcmpc Sp1bs
Neh,4,13(4,6,בַּ/צְּחִיחִ֑ים,"K= ba./tze.chi.chi.yim (בַּ/צְּחִחִיִּים) ""in the/ open places"" (H9003/H6708=HRd/Ncmpa)",H9003 H6706,HRd Ncbpa,H9003 H6708,HRd Ncmpa
Neh,5,7,15,נֹשְׂאִים,"K= no.Shim (נֹשִׁ֑אים) ""[are] lending"" (H5378=HVqrmpa)",H5375K,HVqrmpa,H5378,HVqrmpa
Neh,9,6,5,אַתָּ֣ה,"K= 'at (אַתְּ) ""you"" (H0859C=HPp2fs)",H0859A,HPp2ms,H0859C,HPp2fs
Neh,12,16,1,לְ/עִדּ֥וֹא,"K= la./'a.da.ya' (לַ/עֲדָיָא) ""of/ Adaia"" (H9005/H5718O=HR/Npm)",H9005 H5714K,HR Npm,H9005 H5718O,HR Npm
Est,3,4,2,כְּ/אָמְרָ֤/ם,"K= be./'a.me.ra/m (בְּ/אָמְרָ/ם) ""when/ spoke/ they"" (H9003/H0559/H9048=HR/Vqcc/Sp3mp)",H9004 H0559 H9048,HR Vqcc Sp3mp,H9003 H0559 H9048,HR Vqcc Sp3mp
Est,8,13,13,עֲתִידִים֙,"K= a.tu.dim (עֲתוּדִים) ""ready"" (H6259=HAampa)",H6264,HAampa,H6259,HAampa
Job,1,10,2,אַ֠תָּה,"K= 'at (אַתְּ) ""you"" (H0859C=HPp2fs)",H0859A,HPp2ms,H0859C,HPp2fs
Job,6,2,5,וְ֝/הַוָּתִ֗/י,"K= ve./hai.ya.t/i (וְ/הַיָּתִ/י) ""and/ destruction/ my"" (H9002/H1962/H9020=HC/Ncfsc/Sp1bs)",H1942 H9020,Ncfsc Sp1bs,H1962 H9020,Ncfsc Sp1bs
Job,6,21,4,ל֑/וֹ,"K= lo' (לֹא) ""not"" (H3808=HTn)",H9005 H9033,HR Sp3ms,H3808,HTn
Job,9,30,3,בְ/מֵי,"K= ve.mov (בְמוֹ) ""in"" (H1119=HR)",H9003 H4325G,HR Ncmpc,H1119,HR
